StudentID,Age,Gender,School_Type,Socioeconomic_Status,Mathematics_Score,Science_Score,Language_Arts_Score,Social_Studies_Score,Mathematics_Improvement,Science_Improvement,Language_Arts_Improvement,Social_Studies_Improvement,Logical_Reasoning,Critical_Thinking,Analytical_Ability,Creativity,Communication,Emotional_Intelligence,Social_Skills,Leadership,Sports_Participation,Sports_Involvement,Arts_Participation,Arts_Involvement,Music_Participation,Music_Involvement,Science_Club_Participation,Science_Club_Involvement,Debate_Participation,Debate_Involvement,Community_Service_Participation,Community_Service_Involvement,Learning_Style,STEM_Score,Business_Finance_Score,Arts_Media_Score,Healthcare_Score,Education_Score,Social_Services_Score,Trades_Manufacturing_Score,Government_Law_Score,Primary_Career_Recommendation,Secondary_Career_Recommendations,Recommendation_Confidence
STU0024,0.2,Female,Public,Low,0.4588235294117647,0.5795454545454545,0.3614457831325302,0.711340206185567,0.4,0.44000000000000006,0.52,0.28,0.11111111111111105,0.5555555555555556,0.0,0.888888888888889,0.11111111111111116,0.6666666666666666,0.5555555555555556,0.7777777777777779,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.19999999999999996,0.0,0.0,0.0,0.0,Auditory,0.33170207269999996,0.5023159259,0.4705961474,0.5694993189,0.41573938800000004,0.46080282400000006,0.6409851917,0.5720804632000001,Trades_Manufacturing,"['Government_Law', 'Healthcare']",0.1584020590820838
STU0025,1.0,Male,Private,Low,0.5176470588235293,0.6136363636363635,0.602409638554217,0.731958762886598,0.6399999999999999,0.56,0.39999999999999997,0.4,0.4444444444444444,0.2222222222222222,0.3333333333333333,0.5555555555555556,0.22222222222222227,0.4444444444444444,0.0,0.11111111111111116,0.0,0.0,0.0,0.0,1.0000000000000002,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Visual,0.34184170309999995,0.3176765856,0.5150295092999999,0.47539262950000005,0.3580578215,0.4190657070000001,0.4288850203,0.376633387,Arts_Media,"['Healthcare', 'Trades_Manufacturing']",0.09110591990222229
STU0026,0.8,Male,Private,Middle,0.776470588235294,0.6590909090909091,0.4457831325301206,0.8556701030927836,0.5599999999999999,0.4,0.39999999999999997,0.56,0.7777777777777778,0.7777777777777778,0.0,0.0,0.7777777777777778,0.7777777777777777,0.3333333333333333,0.4444444444444445,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.19999999999999996,1.0,0.4,0.0,0.0,Visual,0.5210296193999999,0.5548956204,0.30425415449999993,0.7715084241,0.5217484633,0.4779195104000001,0.358889659,0.4771467427,Healthcare,"['Business_Finance', 'Education']",0.4980301368156639
STU0027,0.6000000000000001,Female,Private,High,0.49411764705882355,0.3409090909090909,0.7108433734939761,0.3814432989690722,0.4,0.6400000000000001,0.7999999999999999,0.6799999999999999,1.0,0.8888888888888888,0.1111111111111111,0.5555555555555556,0.8888888888888888,0.2222222222222222,0.8888888888888888,0.22222222222222227,1.0,1.0,1.0,0.19999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Reading/Writing,0.40906170929999996,0.41542464449999994,0.6061080625999999,0.5367441249,0.7077520081,0.4616620273000001,0.5597952801,0.08688385212,Education,"['Arts_Media', 'Trades_Manufacturing']",0.23367998355323524
STU0028,0.0,Female,Public,Middle,0.44705882352941173,0.6136363636363635,0.566265060240964,0.6494845360824743,0.28,0.4,0.6799999999999999,0.4,0.11111111111111105,0.3333333333333333,0.888888888888889,0.11111111111111116,0.22222222222222227,0.2222222222222222,0.8888888888888888,0.7777777777777779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kinesthetic,0.41053338209999996,0.4748429491,0.30675258279999995,0.3142672047,0.5887574796,0.4806781147000001,0.584738471,0.4264909558,Education,"['Trades_Manufacturing', 'Social_Services']",0.009209049399617336
STU0029,0.0,Female,Public,Middle,0.43529411764705883,0.22727272727272724,0.6144578313253013,0.5463917525773196,0.72,0.44000000000000006,0.28,0.4,0.6666666666666667,0.8888888888888888,0.4444444444444444,0.6666666666666667,0.33333333333333337,0.11111111111111116,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kinesthetic,0.3714544605999999,0.34854532759999995,0.41600186999999994,0.4531835142,0.5910703944000001,0.3196529418000001,0.7883241402999999,0.19198147309999997,Trades_Manufacturing,"['Education', 'Healthcare']",0.45351747487787697
STU0030,0.4,Male,Public,Middle,0.7058823529411764,0.5568181818181818,0.5542168674698796,0.4948453608247423,0.24000000000000002,0.24000000000000005,0.6399999999999999,0.76,0.5555555555555556,0.2222222222222222,0.888888888888889,0.11111111111111116,0.7777777777777778,0.8888888888888888,0.2222222222222222,0.6666666666666667,1.0,1.0,1.0,0.19999999999999998,0.0,0.0,0.0,0.0,1.0,0.6000000000000001,1.0,0.8,Auditory,0.5407278299,0.42756265699999996,0.2820431993,0.5368328389,0.34940196170000004,0.5505998253000001,0.1355007997,0.5300554372999999,Social_Services,"['STEM', 'Healthcare']",0.022666936870201854
STU0031,0.4,Female,Public,Middle,0.6941176470588235,0.7954545454545454,0.7590361445783134,0.6701030927835052,0.6,0.56,0.32,0.4,0.0,0.1111111111111111,0.888888888888889,0.11111111111111116,0.22222222222222227,0.33333333333333326,0.2222222222222222,0.5555555555555556,0.0,0.0,1.0,0.7999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,Visual,0.387331708,0.32527135100000004,0.24038600719999997,0.5202833413,0.25759388959999996,0.36596105040000004,0.18297388410000004,0.4909248667,Healthcare,"['Government_Law', 'STEM']",0.06747258112794455
STU0032,0.2,Female,Public,Middle,0.5176470588235293,0.7272727272727272,0.6746987951807231,0.7938144329896908,0.2,0.4,0.52,0.44,0.6666666666666667,0.7777777777777778,1.0,0.7777777777777779,0.5555555555555556,0.11111111111111116,0.7777777777777778,0.11111111111111116,1.0,0.6,0.0,0.0,0.0,0.0,1.0,0.7999999999999998,0.0,0.0,0.0,0.0,Visual,0.7327706958,0.2835556398,0.5703823879,0.3920411289,0.5606639404,0.37110565310000004,0.4961342117,0.23416341509999994,STEM,"['Arts_Media', 'Education']",0.37335068871382143
STU0033,0.6000000000000001,Female,Public,Middle,0.6470588235294117,0.5568181818181818,0.6746987951807231,0.731958762886598,0.6399999999999999,0.7600000000000001,0.6399999999999999,0.8,1.0,1.0,0.4444444444444444,0.7777777777777779,0.0,0.6666666666666666,0.8888888888888888,0.5555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7999999999999998,0.0,0.0,0.0,0.0,Auditory,0.5640493134,0.5420387998999999,0.41337276789999994,0.6450949478,0.4461208025,0.7568584755000001,0.41870469730000004,0.4950128566,Social_Services,"['Healthcare', 'STEM']",0.25694813737021305
STU0034,0.6000000000000001,Female,Private,Low,0.9058823529411764,0.6590909090909091,0.6626506024096387,0.577319587628866,0.6799999999999999,0.6000000000000001,0.7599999999999999,0.48000000000000004,0.8888888888888888,0.5555555555555556,0.2222222222222222,0.4444444444444445,0.6666666666666667,0.7777777777777777,0.2222222222222222,0.7777777777777779,0.0,0.0,0.0,0.0,1.0000000000000002,0.7999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,Kinesthetic,0.5928019503999999,0.46584070889999996,0.4829023548,0.5210236258,0.5343277966000001,0.4217082768000001,0.5979347058,0.6316620025,Government_Law,"['Trades_Manufacturing', 'STEM']",0.07751789935582652
STU0035,1.0,Female,Public,Middle,0.47058823529411764,0.46590909090909083,0.7349397590361447,0.6597938144329898,0.12000000000000005,0.4800000000000001,0.52,0.4,0.0,0.7777777777777778,0.3333333333333333,0.5555555555555556,0.4444444444444444,0.2222222222222222,0.7777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kinesthetic,0.2986342893999999,0.3596127638,0.45055373909999996,0.478746188,0.6571541452,0.5046897750000001,0.6916713909000001,0.26163263589999997,Trades_Manufacturing,"['Education', 'Social_Services']",0.0793342446018983
STU0036,1.0,Female,Charter,Low,0.29411764705882354,0.6477272727272727,0.5903614457831327,0.8247422680412372,0.5599999999999999,0.7200000000000001,0.44,0.44,0.11111111111111105,0.2222222222222222,0.4444444444444444,0.6666666666666667,0.33333333333333337,0.8888888888888888,0.5555555555555556,0.7777777777777779,1.0,0.19999999999999998,0.0,0.0,1.0000000000000002,1.0,0.0,0.0,0.0,0.0,1.0,1.0,Auditory,0.2743141338999999,0.47723576079999996,0.48688206729999994,0.6261639263000001,0.30086008870000003,0.6349370200000001,0.5191234201,0.6388149681,Government_Law,"['Social_Services', 'Healthcare']",0.00888470629127347
STU0037,1.0,Male,Private,Middle,0.7176470588235294,0.9999999999999999,0.9397590361445785,0.7938144329896908,0.52,0.56,0.48,0.36,0.6666666666666667,0.7777777777777778,0.5555555555555556,0.888888888888889,0.7777777777777778,0.33333333333333326,0.4444444444444444,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Visual,0.4807700891,0.7465367902,0.6872458799999999,0.6792414952,0.6702285409,0.44757081690000006,0.5413219746,0.8705857781,Government_Law,"['Business_Finance', 'Arts_Media']",0.28519633745871026
STU0038,0.4,Female,Public,High,0.6235294117647059,0.9659090909090908,0.40963855421686757,0.597938144329897,0.6,0.6800000000000002,0.6799999999999999,0.56,0.0,1.0,0.5555555555555556,0.6666666666666667,0.7777777777777778,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,1.0,0.5999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kinesthetic,0.33594900409999995,0.47124287579999996,0.6792024132999999,0.7031877704,0.6397324457,0.6211880968000001,0.5619626283,0.19845307900000003,Healthcare,"['Arts_Media', 'Education']",0.05511806630799043
STU0039,0.6000000000000001,Female,Private,Low,0.5176470588235293,0.6590909090909091,0.3253012048192772,0.5876288659793815,0.52,0.32000000000000006,0.6,0.32,0.11111111111111105,1.0,0.7777777777777779,0.888888888888889,0.6666666666666667,0.8888888888888888,0.1111111111111111,0.888888888888889,1.0,0.19999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Auditory,0.37566710509999995,0.7381878799999999,0.6088008276,0.8075154412000001,0.3889711377,0.44445145950000003,0.47326941499999997,0.45455090149999994,Healthcare,"['Business_Finance', 'Arts_Media']",0.15937428656537928
STU0040,0.6000000000000001,Female,Public,Middle,0.7529411764705882,0.6818181818181818,0.3012048192771085,0.4226804123711341,0.32,0.56,0.44,0.6,0.2222222222222222,0.1111111111111111,0.7777777777777779,0.4444444444444445,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,1.0000000000000002,0.19999999999999996,0.0,0.0,0.0,0.0,1.0,1.0,Visual,0.3919109801999999,0.11804328939999997,0.34050860229999996,0.3273251628,0.14564830909999993,0.4529294317000001,0.3444881514,0.045086858640000005,Social_Services,"['STEM', 'Trades_Manufacturing']",0.14026898750870567
STU0041,0.0,Male,Private,Middle,0.788235294117647,0.4886363636363636,0.2530120481927712,0.6185567010309279,0.4,0.56,0.12000000000000005,0.48000000000000004,0.11111111111111105,0.6666666666666666,0.7777777777777779,0.0,1.0,0.4444444444444444,0.1111111111111111,0.7777777777777779,1.0,0.8,1.0,0.5999999999999999,0.0,0.0,1.0,0.7999999999999998,0.0,0.0,1.0,0.6000000000000001,Kinesthetic,0.5077783551999999,0.5890481758999999,0.3111784541,0.5605858484,0.5919438677000001,0.3750104268,0.3631189123,0.5763099978,Education,"['Business_Finance', 'Government_Law']",0.006626184910479754
STU0042,0.4,Male,Public,High,0.24705882352941178,0.5113636363636362,0.7590361445783134,0.41237113402061865,0.7999999999999999,0.2,0.0,0.52,0.11111111111111105,0.1111111111111111,0.2222222222222222,0.33333333333333337,0.5555555555555556,0.9999999999999999,0.1111111111111111,0.7777777777777779,0.0,0.0,1.0,0.3999999999999999,0.0,0.0,0.0,0.0,1.0,0.2,0.0,0.0,Kinesthetic,0.10875558390000001,0.3863397496,0.5047985658,0.5668016251000001,0.4184901669,0.4035785044000001,0.5751297311,0.7190472855,Government_Law,"['Trades_Manufacturing', 'Healthcare']",0.33088052275443197
STU0043,0.8,Female,Private,Middle,0.5294117647058824,0.7159090909090908,0.7349397590361447,1.0,0.28,0.7600000000000001,0.52,0.8,0.11111111111111105,0.1111111111111111,0.3333333333333333,0.6666666666666667,0.22222222222222227,0.0,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Reading/Writing,0.38719679059999995,0.5073220759,0.4419989993,0.2454591701,0.4592655446,0.1877123368000001,0.5118095289,0.7769473944,Government_Law,"['Trades_Manufacturing', 'Business_Finance']",0.6096047641849853
STU0044,0.4,Female,Public,Middle,1.0,0.5681818181818181,0.8554216867469882,0.5567010309278351,0.52,0.28,0.28,0.2,0.6666666666666667,0.4444444444444444,0.3333333333333333,0.11111111111111116,0.7777777777777778,0.11111111111111116,0.1111111111111111,0.888888888888889,0.0,0.0,0.0,0.0,1.0000000000000002,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Auditory,0.5292604697,0.5538209375,0.41106368940000004,0.4041708801,0.323695866,0.24032138650000007,0.3478872567,0.7689962260000001,Government_Law,"['Business_Finance', 'STEM']",0.49472482966126485
